Id,SalePrice
1461,119779.67949473672
1462,165360.9892753139
1463,170259.94160605804
1464,185283.1333734463
1465,216075.7817713418
1466,177384.4111002644
1467,170735.17158039706
1468,167834.77307990124
1469,212333.78499711026
1470,101858.94729625061
1471,211029.28357082023
1472,113801.95263343188
1473,105590.69894255325
1474,159128.45768726943
1475,142817.92496131826
1476,329689.77024060953
1477,268248.56752161914
1478,294352.7603610214
1479,287218.33272996615
1480,409588.8651654166
1481,308600.4051367077
1482,232213.38615011983
1483,189365.64676434407
1484,189028.21135270456
1485,169801.83725821413
1486,209570.47500990285
1487,325800.77263748064
1488,272583.837303577
1489,209524.0235350593
1490,208213.0316799141
1491,205339.9693831969
1492,99441.79215882253
1493,188096.00182921323
1494,288268.62589510507
1495,287308.7381927436
1496,226904.5845844564
1497,215369.89923415706
1498,170438.62327330676
1499,170744.60765057104
1500,155546.44757658336
1501,173981.92917908123
1502,159992.20459442027
1503,273084.9074763998
1504,243512.87160867406
1505,229181.99018011894
1506,222099.33739951067
1507,257810.6110765175
1508,202488.34294307884
1509,173680.74441509414
1510,151002.06452036416
1511,149097.0796026024
1512,171864.36127948156
1513,164082.0584909143
1514,176651.57097020233
1515,223418.0216699813
1516,150521.7032202771
1517,161183.22808454582
1518,176823.38322099345
1519,230349.32346888678
1520,128490.6221922182
1521,135287.2166834115
1522,188169.08348985645
1523,106314.6674754615
1524,111469.18461136147
1525,108842.26092923013
1526,110792.54186617024
1527,97521.83814629097
1528,147068.86067603435
1529,141183.25066517154
1530,187770.88628653344
1531,115478.01205574721
1532,79807.41933633969
1533,160039.11302332068
1534,142691.79808727978
1535,162009.16595662665
1536,119158.18280370208
1537,51007.84513018932
1538,182606.76233620755
1539,209982.63602276053
1540,140257.17791595566
1541,163560.89015649492
1542,160951.3902441524
1543,221292.31619358854
1544,56033.945229722885
1545,111589.19358758256
1546,131019.9046280412
1547,124003.46230629645
1548,140999.58329119626
1549,109720.90321874106
1550,129428.59757248778
1551,127061.58709336142
1552,143388.65426544147
1553,142713.41533495183
