Id,SalePrice
1461,123077.62907717156
1462,162046.9550087927
1463,151189.72233304754
1464,184165.97854113253
1465,229604.77237028722
1466,173875.29896435374
1467,187836.72912830207
1468,176006.35779332952
1469,204397.22386930883
1470,96288.89116929402
1471,212410.82687022863
1472,118852.30321598472
1473,107248.46826264227
1474,161755.59830697393
1475,153278.86545423302
1476,335254.48819169845
1477,286065.15840447275
1478,310885.16033288394
1479,300156.873735792
1480,390648.09843628015
1481,284095.5544160418
1482,247822.18206195347
1483,195772.92734420812
1484,212663.55186018464
1485,193808.85855244217
1486,205649.35942791146
1487,285867.84230497945
1488,277807.40633746306
1489,205905.31139734783
1490,204847.22724154033
1491,215741.6227871317
1492,106988.00138428714
1493,202312.17705296632
1494,278490.9658051338
1495,266030.42088355776
1496,228977.92059191666
1497,173280.21621727757
1498,169541.94981691055
1499,169811.29451628053
1500,145819.8719334132
1501,158219.97853327869
1502,166683.7658695588
1503,273347.1677484731
1504,238212.02886862168
1505,230652.11935648043
1506,223341.53530727373
1507,219868.63316800282
1508,198697.76574727567
1509,165841.2557414479
1510,151181.0116049177
1511,150587.02657029708
1512,166613.07781046955
1513,176783.53816951578
1514,188364.11654887046
1515,180932.8031763127
1516,154766.07624759246
1517,157921.44124400988
1518,187003.55681351526
1519,242017.11990738148
1520,130233.8094318863
1521,133082.40341872652
1522,179371.65623935778
1523,79682.76817368821
1524,101937.81731430208
1525,111912.05542484915
1526,112662.7756042243
1527,96338.55443982838
1528,139593.03558210237
1529,146056.46283109207
1530,194432.78190667438
1531,111893.57806893322
1532,86229.77930519916
1533,154211.9929975283
1534,145523.9669612497
1535,142711.00934673357
1536,120530.99866372684
1537,52769.058037221665
1538,205596.60294319154
1539,217351.2398817134
1540,150842.0088177775
1541,160385.11489846
1542,142680.3768050715
1543,201266.18495843932
1544,61037.8902133205
1545,113274.67796058801
1546,146656.71043511038
1547,120752.56453746161
1548,132979.8162460078
1549,113990.33971500816
1550,137978.66374408943
1551,134783.62785384268
1552,127634.47791475127
1553,134540.7332590851
1554,131541.81308917608
1555,170485.50391920283
1556,97936.52661716018
1557,106180.26930082124
1558,113345.8081942827
1559,71827.89062206598
1560,132656.15812017326
1561,142067.46361128683
1562,126948.60170777421
1563,102711.48996525467
1564,154941.66372650582
1565,136794.35840933025
1566,207362.38856453588
1567,74912.5310695949
1568,198140.88493819768
1569,105974.59007120715
1570,154025.28808377474
1571,117381.38158999127
1572,133786.6205730429
1573,222471.5321638533
1574,145692.27453868627
1575,199426.90873341262
1576,225809.6691150004
1577,222791.21459650528
1578,152965.41307790508
1579,134388.02735782648
1580,216399.64085377427
1581,130701.73057841696
1582,128877.57722513331
1583,310790.90050382144
1584,234539.3946127575
1585,153499.8183183244
1586,47520.13422737806
1587,109906.53971874388
1588,137058.7303003203
1589,89901.50972219405
1590,149218.40709401923
1591,70846.86764653516
1592,130524.03255689074
1593,129765.85669292649
1594,98864.87904999708
1595,102305.904511675
1596,208332.47019568295
1597,193622.8979566181
1598,190162.70553664304
1599,207979.76326884096
1600,225225.45634191902
1601,4312.50971175218
1602,132135.4071867424
1603,74037.75242811779
1604,250234.30388654885
1605,262945.838068309
1606,182927.89203221677
1607,253084.26140004327
1608,237390.16931387782
1609,219559.96224774583
1610,146639.25796235423
1611,161790.21317198314
1612,190946.8974777239
1613,186669.5252905984
1614,116676.35780887678
1615,56420.4633502278
1616,56420.4633502278
1617,74441.04319137568
1618,124317.21836066293
1619,132286.50147778238
1620,202266.10503715323
1621,135918.15627537272
1622,140213.94214495854
1623,259421.02575281076
1624,196472.2692861983
1625,138144.7350106514
1626,199730.3632082604
1627,184616.263298149
1628,268262.06970674684
1629,195452.21625903202
1630,311698.60430980474
1631,239174.95301967673
1632,257714.7757748668
1633,191378.18819563882
1634,184682.28371684882
1635,171180.86537839402
1636,184825.13111094385
1637,148608.38235546555
1638,213796.35689220438
1639,207746.95293904352
1640,236868.50566841615
1641,206038.14137283526
1642,215112.6645342682
1643,242115.37815945013
1644,238217.78461159766
1645,182772.59716234775
1646,176770.04285736894
1647,194431.69214539137
1648,150202.40280048223
1649,131826.1125035286
1650,106143.28218722902
1651,115983.44117052376
1652,119678.49222666817
1653,119957.71651844075
1654,168747.67711263802
1655,177750.69166744873
1656,162581.78731765738
1657,169573.86612332123
1658,162994.8818229991
1659,163923.41478033247
1660,147141.89090617793
1661,343337.9685528807
1662,307668.21957416413
1663,330882.7095234068
1664,387316.7994431793
1665,316773.09333140263
1666,296171.31997032
1667,301686.65164490696
1668,328844.9047779541
1669,293492.0377203075
1670,319688.9841187876
1671,260914.79058753978
1672,374763.1552841987
1673,286405.19667759957
1674,278011.2760538254
1675,198805.70901394193
1676,191424.12451120326
1677,223785.1392665261
1678,384711.42496181745
1679,315931.856164861
1680,300018.29392417846
1681,277908.9344311394
1682,294808.79530077893
1683,223886.88367605815
1684,209235.08183890837
1685,177049.84909870476
1686,205455.62586078583
1687,184914.0732432725
1688,207239.36275775125
1689,205994.34474813472
1690,211726.10420237458
1691,198248.6153350803
1692,253621.7458905168
1693,193808.85855244217
1694,177621.27361647692
1695,192655.94471798837
1696,243060.825600883
1697,192675.06618408253
1698,301115.73670107475
1699,300088.5436611138
1700,218406.45227878354
1701,254858.34382983996
1702,294977.1727672487
1703,285366.12385660503
1704,291132.01682212134
1705,259710.04921385134
1706,365088.1692390649
1707,229037.7899831524
1708,239226.78610455338
1709,312019.1812573187
1710,255979.46533788578
1711,261205.44003051892
1712,288414.9729386908
1713,270342.18431314453
1714,233750.22465675604
1715,200296.0122625751
1716,218074.0834842422
1717,211666.51328694005
1718,146522.06325780973
1719,216300.82833349984
1720,272514.4431057796
1721,212592.18304618914
1722,129735.90263334988
1723,166275.61351998104
1724,246060.70161589747
1725,217434.61991548468
1726,169256.4426508937
1727,184259.61947898986
1728,190368.56355722854
1729,159513.25754605234
1730,172449.85186277656
1731,126835.47800321411
1732,130966.88761357428
1733,113599.41708383127
1734,119893.08801304968
1735,130252.68399165757
1736,119835.9215122445
1737,284927.15236447775
1738,213312.37169696204
1739,262023.2296459498
1740,218231.58466437366
1741,186620.1600223258
1742,149055.8485247388
1743,190661.9510480396
1744,253642.25831382163
1745,238105.8547579348
1746,208389.00916285766
1747,212162.3433385319
1748,196396.44036872545
1749,158512.78520250646
1750,153216.76351749175
1751,220121.7825824127
1752,112385.6171979385
1753,173893.01206830237
1754,218065.82230638526
1755,172532.7174870153
1756,98121.47354624211
1757,108965.47468901891
1758,139686.48534997366
1759,169006.4680379082
1760,165248.97679749108
1761,153823.27587220306
1762,141135.4543882711
1763,186481.53287921264
1764,112112.60988219478
1765,187898.9809970986
1766,186077.99854420335
1767,195485.35238781245
1768,128895.4322564702
1769,190415.8698367884
1770,159917.05809823726
1771,131438.80998489144
1772,140161.82418541284
1773,107022.19153353048
1774,196033.65341946855
1775,148378.28396121692
1776,120856.96734250057
1777,90322.89368585683
1778,125344.21526967222
1779,124890.92815044848
1780,180658.9524667058
1781,127200.37070042896
1782,49854.92061058455
1783,150168.9168148341
1784,83320.9166040821
1785,118360.52484116261
1786,137844.74643416936
1787,177041.06739759608
1788,0
1789,105184.8110537238
1790,44749.871810657205
1791,251916.80762682855
1792,167825.0481602552
1793,167017.24843693012
1794,172636.09023198462
1795,142636.2728441758
1796,127515.36730546271
1797,150647.2723613549
1798,124991.66916621546
1799,89221.39269846305
1800,118497.97830863879
1801,103961.12107555754
1802,170308.76693220856
1803,175842.5480415607
1804,127319.71958573232
1805,150406.66397514706
1806,144324.2054779739
1807,201426.2292074219
1808,121756.2202479163
1809,104901.6650375597
1810,128464.6144211581
1811,87592.69641968294
1812,86416.55375110393
1813,114174.8267760711
1814,85130.9195967943
1815,0
1816,94329.70243076119
1817,110613.20553583105
1818,157196.85836885078
1819,128000.25242122961
1820,51765.09387363179
1821,136483.03047821508
1822,186160.41480942583
1823,18374.985060801846
1824,148489.03479575948
1825,122690.45902582048
1826,101395.79299867456
1827,118576.84768427094
1828,116474.20884866407
1829,171724.47232186235
1830,176711.5284657823
1831,191306.61742326897
1832,146621.38515753346
1833,157690.87210230995
1834,146437.63895353745
1835,184368.80281643057
1836,132557.99869703362
1837,60041.41727486579
1838,139060.7174179831
1839,72888.93859795097
1840,121908.1410512731
1841,139036.94528950378
1842,101131.42673466227
1843,139975.3810126118
1844,151450.71744687855
1845,134195.06224577595
1846,168377.24304277846
1847,173026.562538255
1848,0
1849,101738.67942475365
1850,117716.5903916352
1851,132330.75791373383
1852,115046.0470666195
1853,128286.65756962611
1854,182754.91926665767
1855,164057.33973884513
1856,221981.85492842668
1857,136684.0566156935
1858,153741.83785164077
1859,157390.15769686247
1860,156834.28172657965
1861,156868.79421623005
1862,258588.55721010873
1863,258588.55721010873
1864,258588.55721010873
1865,328050.14062241744
1866,325589.23479674594
1867,273959.86466356367
1868,279126.44323335355
1869,225700.36355996807
1870,252799.92397870566
1871,281724.78625345044
