SalePrice,id
119715.10573540544,1461
151864.1434022256,1462
180368.01080572786,1463
196706.6433495825,1464
202664.788717061,1465
170385.49070542914,1466
179177.4029311454,1467
160276.0472697201,1468
194244.25478182954,1469
119714.93010674889,1470
184122.70037096096,1471
98418.54589534785,1472
95321.02453693481,1473
142598.15987825065,1474
107138.57072506583,1475
355807.1285636581,1476
247793.16127667608,1477
301308.1781300583,1478
300914.8388617395,1479
471285.4141309162,1480
324078.9944280922,1481
213959.0170325239,1482
181301.54352196504,1483
161118.4290113243,1484
196431.03303785436,1485
193615.75481656654,1486
339013.15620529023,1487
237488.47784037265,1488
190273.84389367816,1489
241350.97786462578,1490
197110.77246873808,1491
93974.39967152925,1492
189958.07618203136,1493
294886.1500316621,1494
288860.05161025806,1495
235142.63232289805,1496
180485.33983849903,1497
175300.7162976295,1498
167142.2593250021,1499
159530.61903635142,1500
174109.12783541362,1501
144930.66849809047,1502
285619.32664021285,1503
241078.9333799026,1504
225937.85141956914,1505
187905.15006594567,1506
242568.92501428185,1507
201638.40835645376,1508
160923.73065337996,1509
143516.77272624918,1510
153870.0910018371,1511
176162.5243783525,1512
152338.78018800096,1513
155377.38745676348,1514
192167.3663661403,1515
155581.17113962822,1516
170481.47364886614,1517
131266.6817875352,1518
208375.94960979957,1519
126355.75871419231,1520
129538.16818727256,1521
178497.8535844179,1522
111161.48084193644,1523
126626.64532342131,1524
117626.35346747395,1525
110344.36629129032,1526
109685.76987142881,1527
138638.25534440193,1528
151595.19509679574,1529
187596.54568743752,1530
108663.464574386,1531
98291.46003270056,1532
146832.06913422092,1533
127665.81557014116,1534
146109.78243072022,1535
106856.04481197846,1536
60766.72041049424,1537
149672.16690530805,1538
193780.56660545067,1539
94931.95264296749,1540
137788.88371388917,1541
142045.99777851056,1542
178201.8738580168,1543
89149.49584372752,1544
119005.82360784047,1545
139464.5555941425,1546
130582.49830805662,1547
142958.58698844185,1548
123909.93453960236,1549
134599.34622406826,1550
105942.38775316757,1551
135210.09594646384,1552
144547.01563573102,1553
116345.20401275756,1554
160623.68269787243,1555
85939.64406521799,1556
105998.68393783344,1557
102309.9169948276,1558
63751.634646673905,1559
131435.54486135396,1560
126184.283429484,1561
131789.2510529761,1562
118458.18598830739,1563
155266.4221086422,1564
151852.6837637883,1565
239470.79085099843,1566
78712.23949651542,1567
236420.71745656634,1568
126576.45675934678,1569
139511.00998958913,1570
120840.64816192414,1571
139797.15407505972,1572
228117.61019752873,1573
119042.5512424486,1574
231745.13500910375,1575
249538.50268642936,1576
178107.54575187672,1577
150341.22485721592,1578
144819.16272830777,1579
197173.58257169617,1580
155684.6524519725,1581
125207.65085463389,1582
281266.5292845342,1583
216166.71723129362,1584
134261.98760526153,1585
65458.7987021186,1586
108930.78910447263,1587
151810.45176720963,1588
96086.02802344374,1589
132361.80030448126,1590
90010.0557351274,1591
115880.74643482473,1592
127065.55016509775,1593
123844.2582289589,1594
107281.14943120268,1595
214132.1634832731,1596
197868.50506020972,1597
232182.82261278384,1598
166220.71704057767,1599
158473.54202365864,1600
67121.19367206513,1601
118115.9628204103,1602
70602.34038439002,1603
256475.1078016519,1604
238882.79289576647,1605
167389.15744717064,1606
178591.68212638443,1607
216389.00677587537,1608
181093.60638134897,1609
152357.32605302686,1610
137020.7061216894,1611
173293.61655348464,1612
164874.05291235718,1613
129022.11988714499,1614
95331.638968563,1615
79456.9834680493,1616
94896.36443396435,1617
126985.1385639429,1618
138132.71930140007,1619
145872.79044675792,1620
136928.10010412592,1621
144308.46227850032,1622
255866.699074659,1623
208213.24128801783,1624
116790.11555218435,1625
172505.51817171683,1626
192890.54154231946,1627
279423.3940297693,1628
183629.42564311106,1629
344085.47525336326,1630
234120.98428900627,1631
247866.7138298217,1632
177853.7542288782,1633
185011.7576616715,1634
173648.5337202383,1635
152130.0529361989,1636
201610.1146507455,1637
176469.26125116783,1638
191095.33469430308,1639
247231.32160352275,1640
183906.0115203883,1641
246707.3186858587,1642
211061.2535203708,1643
237009.362946385,1644
197049.43287922128,1645
158412.93594405657,1646
160268.20010430826,1647
128327.25474536675,1648
141184.63495133238,1649
113082.47777367472,1650
119911.91875062713,1651
98735.66139646264,1652
101203.88978417305,1653
142664.9356140679,1654
131422.69937748395,1655
138958.19692406454,1656
146057.00078108005,1657
143976.6302209115,1658
114695.38509713573,1659
156115.41343091495,1660
414329.9358289889,1661
396514.01102531486,1662
372724.0268690365,1663
478923.1951994681,1664
309698.41454628797,1665
337867.17956229585,1666
382212.3401677491,1667
358372.8263252306,1668
319272.0047540237,1669
352547.55322956096,1670
264283.9890390604,1671
414686.1567268969,1672
287285.18206002633,1673
239300.61068128713,1674
198912.4573172169,1675
196967.74219459534,1676
219598.7574318662,1677
438047.0267193922,1678
390775.4172653301,1679
325461.75445304066,1680
251769.7511353679,1681
324027.6981917789,1682
185678.9125928015,1683
176666.19722939454,1684
176033.4359133412,1685
167298.71153414904,1686
176117.8197726757,1687
188199.5657682892,1688
194877.383926761,1689
198642.87845266453,1690
189138.83500020026,1691
265574.0361904699,1692
172933.3863212054,1693
183908.25992611598,1694
169450.9095528477,1695
260698.9197000246,1696
174192.4261362821,1697
342089.70069182885,1698
312376.98281056085,1699
258849.25336123307,1700
274686.34429060016,1701
234730.0223386996,1702
235893.63543338588,1703
271437.1894489516,1704
242116.95771698758,1705
315791.0908410292,1706
212088.27849780262,1707
